JUD,CE,TIP_PV,CODU,DEN_CIRC,DEN1_FP,DEN2_FP,DEN3_FP,DEN4_FP,NPOZ,TA,TAPU,MAJA,MAJV,TVVE,TVN,VVE,MCF1,MCF2,N_CONS_L,DATA,X_CONS_L
5,50,2,0,HIDISELU DE SUS,,,,,0,2549,1351,1275,0,1226,125,1226,10,3,13,2 iunie,13
5,50,2,138,,PARTIDUL SOCIALIST,,,,1,0,0,0,0,0,0,273,2,1,,2 iunie,3
5,50,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,2,0,0,0,0,0,0,30,0,0,,2 iunie,0
5,50,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,141,1,1,,2 iunie,2
5,50,2,97,,PARTIDUL ROMANIA MARE,,,,4,0,0,0,0,0,0,16,0,0,,2 iunie,0
5,50,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,5,0,0,0,0,0,0,581,6,0,,2 iunie,6
5,50,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,6,0,0,0,0,0,0,68,0,1,,2 iunie,1
5,50,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,7,0,0,0,0,0,0,117,1,0,,2 iunie,1
5,51,2,0,HOLOD,,,,,0,2843,1466,1422,0,1272,194,1272,9,4,13,2 iunie,13
5,51,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,1,0,0,0,0,0,0,51,0,1,,2 iunie,1
5,51,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,44,0,0,,2 iunie,0
5,51,2,32,,PARTIDA ROMILOR,,,,3,0,0,0,0,0,0,21,0,0,,2 iunie,0
5,51,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,4,0,0,0,0,0,0,436,4,1,,2 iunie,5
5,51,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,5,0,0,0,0,0,0,151,1,1,,2 iunie,2
5,51,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,6,0,0,0,0,0,0,218,2,0,,2 iunie,2
5,51,2,138,,PARTIDUL SOCIALIST,,,,7,0,0,0,0,0,0,37,0,0,,2 iunie,0
5,51,2,97,,PARTIDUL ROMANIA MARE,,,,8,0,0,0,0,0,0,72,0,1,,2 iunie,1
5,51,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,9,0,0,0,0,0,0,242,2,0,,2 iunie,2
5,52,2,0,HUSASAU DE TINCA,,,,,0,1902,1397,952,0,1241,156,1241,8,3,11,2 iunie,11
5,52,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,1,0,0,0,0,0,0,543,4,1,,2 iunie,5
5,52,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,2,0,0,0,0,0,0,21,0,0,,2 iunie,0
5,52,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,3,0,0,0,0,0,0,181,1,1,,2 iunie,2
5,52,2,138,,PARTIDUL SOCIALIST,,,,4,0,0,0,0,0,0,48,0,0,,2 iunie,0
5,52,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,5,0,0,0,0,0,0,145,1,0,,2 iunie,1
5,52,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,6,0,0,0,0,0,0,303,2,1,,2 iunie,3
5,53,2,0,INEU,,,,,0,2500,1486,1251,0,1190,296,1190,9,4,13,2 iunie,13
5,53,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,1,0,0,0,0,0,0,41,0,0,,2 iunie,0
5,53,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,2,0,0,0,0,0,0,41,0,0,,2 iunie,0
5,53,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,289,3,0,,2 iunie,3
5,53,2,32,,PARTIDA ROMILOR,,,,4,0,0,0,0,0,0,44,0,1,,2 iunie,1
5,53,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,5,0,0,0,0,0,0,192,2,0,,2 iunie,2
5,53,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,6,0,0,0,0,0,0,88,0,1,,2 iunie,1
5,53,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,7,0,0,0,0,0,0,249,2,1,,2 iunie,3
5,53,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,8,0,0,0,0,0,0,246,2,1,,2 iunie,3
5,54,2,0,LAZURI DE BEIUS,,,,,0,1646,1070,824,0,944,126,944,8,3,11,2 iunie,11
5,54,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,1,0,0,0,0,0,0,299,3,1,,2 iunie,4
5,54,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,109,1,0,,2 iunie,1
5,54,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,3,0,0,0,0,0,0,105,1,0,,2 iunie,1
5,54,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,4,0,0,0,0,0,0,26,0,0,,2 iunie,0
5,54,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,5,0,0,0,0,0,0,94,1,0,,2 iunie,1
5,54,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,6,0,0,0,0,0,0,44,0,1,,2 iunie,1
5,54,2,999,,FOFIU IOAN,CANDIDAT INDEPENDENT,,,7,0,0,0,0,0,0,106,1,0,,2 iunie,1
5,54,2,999,,MATEIAS AUREL,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,89,1,0,,2 iunie,1
5,54,2,999,,POPA FLORIAN,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,72,0,1,,2 iunie,1
5,55,2,0,LAZARENI,,,,,0,2410,1604,1206,0,1454,150,1454,11,2,13,2 iunie,13
5,55,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,1,0,0,0,0,0,0,146,1,0,,2 iunie,1
5,55,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,891,8,0,,2 iunie,8
5,55,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,3,0,0,0,0,0,0,73,0,1,,2 iunie,1
5,55,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,4,0,0,0,0,0,0,149,1,0,,2 iunie,1
5,55,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,5,0,0,0,0,0,0,195,1,1,,2 iunie,2
5,56,2,0,LUGASU DE JOS,,,,,0,2405,1606,1203,0,1418,188,1418,9,4,13,2 iunie,13
5,56,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,1,0,0,0,0,0,0,73,0,1,,2 iunie,1
5,56,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,2,0,0,0,0,0,0,442,4,0,,2 iunie,4
5,56,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,3,0,0,0,0,0,0,23,0,0,,2 iunie,0
5,56,2,124,,UNIUNEA DEMOCRAT CRESTINA,,,,4,0,0,0,0,0,0,4,0,0,,2 iunie,0
5,56,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,5,0,0,0,0,0,0,78,0,1,,2 iunie,1
5,56,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,6,0,0,0,0,0,0,285,2,1,,2 iunie,3
5,56,2,131,,UNIUNEA DEMOCRATICA A,SLOVACILOR SI CEHILOR DIN,ROMANIA,,7,0,0,0,0,0,0,37,0,0,,2 iunie,0
5,56,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,8,0,0,0,0,0,0,419,3,1,,2 iunie,4
5,56,2,999,,POPA IOAN,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,57,0,0,,2 iunie,0
5,57,2,0,LUNCA,,,,,0,2830,1876,1416,0,1876,0,1876,5,8,13,2 iunie,13
5,57,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,1,0,0,0,0,0,0,272,1,1,,2 iunie,2
5,57,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,2,0,0,0,0,0,0,343,2,0,,2 iunie,2
5,57,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,3,0,0,0,0,0,0,57,0,0,,2 iunie,0
5,57,2,138,,PARTIDUL SOCIALIST,,,,4,0,0,0,0,0,0,116,0,1,,2 iunie,1
5,57,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,5,0,0,0,0,0,0,111,0,1,,2 iunie,1
5,57,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,6,0,0,0,0,0,0,97,0,1,,2 iunie,1
5,57,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,7,0,0,0,0,0,0,226,1,0,,2 iunie,1
5,57,2,999,,POPA GHEORGHE,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,87,0,1,,2 iunie,1
5,57,2,999,,CRET LIVIU,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,160,1,0,,2 iunie,1
5,57,2,999,,NEGRITA MIHAI,CANDIDAT INDEPENDENT,,,10,0,0,0,0,0,0,133,0,1,,2 iunie,1
5,57,2,999,,MURG PETRU,CANDIDAT INDEPENDENT,,,11,0,0,0,0,0,0,92,0,1,,2 iunie,1
5,57,2,999,,MOS MIHAI,CANDIDAT INDEPENDENT,,,12,0,0,0,0,0,0,35,0,0,,2 iunie,0
5,57,2,999,,MIHUTA IOAN,CANDIDAT INDEPENDENT,,,13,0,0,0,0,0,0,63,0,0,,2 iunie,0
5,57,2,999,,FORDON TANASE,CANDIDAT INDEPENDENT,,,14,0,0,0,0,0,0,84,0,1,,2 iunie,1
5,58,2,0,MADARAS,,,,,0,2498,1842,1250,0,1613,229,1613,7,4,11,2 iunie,11
5,58,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,1,0,0,0,0,0,0,204,1,0,,2 iunie,1
5,58,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,221,1,0,,2 iunie,1
5,58,2,131,,UNIUNEA DEMOCRATICA A,SLOVACILOR SI CEHILOR DIN,ROMANIA,,3,0,0,0,0,0,0,104,0,1,,2 iunie,1
5,58,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,290,1,1,,2 iunie,2
5,58,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,5,0,0,0,0,0,0,123,0,1,,2 iunie,1
5,58,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,6,0,0,0,0,0,0,522,3,1,,2 iunie,4
5,58,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,7,0,0,0,0,0,0,149,1,0,,2 iunie,1
5,59,2,0,MAGESTI,,,,,0,2245,1550,1123,0,1487,63,1487,7,4,11,2 iunie,11
5,59,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,1,0,0,0,0,0,0,24,0,0,,2 iunie,0
5,59,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,2,0,0,0,0,0,0,30,0,0,,2 iunie,0
5,59,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,3,0,0,0,0,0,0,99,0,1,,2 iunie,1
5,59,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,4,0,0,0,0,0,0,325,2,1,,2 iunie,3
5,59,2,62,,PARTIDUL LIBERAL - 1993,,,,5,0,0,0,0,0,0,46,0,0,,2 iunie,0
5,59,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,6,0,0,0,0,0,0,306,2,0,,2 iunie,2
5,59,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,7,0,0,0,0,0,0,390,2,1,,2 iunie,3
5,59,2,97,,PARTIDUL ROMANIA MARE,,,,8,0,0,0,0,0,0,159,1,0,,2 iunie,1
5,59,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,9,0,0,0,0,0,0,108,0,1,,2 iunie,1
5,60,2,0,NOJORID,,,,,0,3248,2122,1625,0,2007,115,2007,7,6,13,2 iunie,13
5,60,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,1,0,0,0,0,0,0,769,4,1,,2 iunie,5
5,60,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,2,0,0,0,0,0,0,145,0,1,,2 iunie,1
5,60,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,3,0,0,0,0,0,0,217,1,0,,2 iunie,1
5,60,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,107,0,1,,2 iunie,1
5,60,2,36,,PARTIDUL ALIANTEI CIVICE,,,,5,0,0,0,0,0,0,55,0,0,,2 iunie,0
5,60,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,6,0,0,0,0,0,0,37,0,0,,2 iunie,0
5,60,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,7,0,0,0,0,0,0,278,1,1,,2 iunie,2
5,60,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,8,0,0,0,0,0,0,274,1,1,,2 iunie,2
5,60,2,999,,GHETE PETRU,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,125,0,1,,2 iunie,1
5,61,2,0,OLCEA,,,,,0,2246,1832,1124,0,1686,146,1686,7,4,11,2 iunie,11
5,61,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,1,0,0,0,0,0,0,397,2,1,,2 iunie,3
5,61,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,2,0,0,0,0,0,0,51,0,0,,2 iunie,0
5,61,2,97,,PARTIDUL ROMANIA MARE,,,,3,0,0,0,0,0,0,168,1,0,,2 iunie,1
5,61,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,4,0,0,0,0,0,0,88,0,1,,2 iunie,1
5,61,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,5,0,0,0,0,0,0,72,0,1,,2 iunie,1
5,61,2,62,,PARTIDUL LIBERAL - 1993,,,,6,0,0,0,0,0,0,150,0,1,,2 iunie,1
5,61,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,7,0,0,0,0,0,0,176,1,0,,2 iunie,1
5,61,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,8,0,0,0,0,0,0,365,2,0,,2 iunie,2
5,61,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,9,0,0,0,0,0,0,38,0,0,,2 iunie,0
5,61,2,999,,CIOTEA IOAN,CANDIDAT INDEPENDENT,,,10,0,0,0,0,0,0,181,1,0,,2 iunie,1
5,62,2,0,OSORHEI,,,,,0,4221,2727,2111,0,2459,268,2459,13,2,15,2 iunie,15
5,62,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,1,0,0,0,0,0,0,231,1,1,,2 iunie,2
5,62,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,332,2,0,,2 iunie,2
5,62,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,3,0,0,0,0,0,0,514,3,0,,2 iunie,3
5,62,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,172,1,0,,2 iunie,1
5,62,2,62,,PARTIDUL LIBERAL - 1993,,,,5,0,0,0,0,0,0,114,0,1,,2 iunie,1
5,62,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,6,0,0,0,0,0,0,385,2,0,,2 iunie,2
5,62,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,7,0,0,0,0,0,0,208,1,0,,2 iunie,1
5,62,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,8,0,0,0,0,0,0,503,3,0,,2 iunie,3
5,63,2,0,PIETROASA,,,,,0,2871,2015,1436,0,1834,181,1834,10,3,13,2 iunie,13
5,63,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,1,0,0,0,0,0,0,681,4,1,,2 iunie,5
5,63,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,2,0,0,0,0,0,0,374,2,1,,2 iunie,3
5,63,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,606,4,0,,2 iunie,4
5,63,2,138,,PARTIDUL SOCIALIST,,,,4,0,0,0,0,0,0,91,0,1,,2 iunie,1
5,63,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,5,0,0,0,0,0,0,82,0,0,,2 iunie,0
5,64,2,0,POCOLA,,,,,0,1447,904,724,0,836,68,836,8,3,11,2 iunie,11
5,64,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,1,0,0,0,0,0,0,75,0,1,,2 iunie,1
5,64,2,36,,PARTIDUL ALIANTEI CIVICE,,,,2,0,0,0,0,0,0,384,5,0,,2 iunie,5
5,64,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,84,1,0,,2 iunie,1
5,64,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,46,0,1,,2 iunie,1
5,64,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,5,0,0,0,0,0,0,167,2,0,,2 iunie,2
5,64,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,6,0,0,0,0,0,0,39,0,0,,2 iunie,0
5,64,2,97,,PARTIDUL ROMANIA MARE,,,,7,0,0,0,0,0,0,41,0,1,,2 iunie,1
5,65,2,0,POMEZEU,,,,,0,3113,1814,1557,0,1704,110,1704,10,3,13,2 iunie,13
5,65,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,1,0,0,0,0,0,0,451,3,0,,2 iunie,3
5,65,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,2,0,0,0,0,0,0,376,2,1,,2 iunie,3
5,65,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,3,0,0,0,0,0,0,129,0,1,,2 iunie,1
5,65,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,748,5,1,,2 iunie,6
5,66,2,0,POPESTI,,,,,0,6559,3860,3280,0,3537,323,3537,11,6,17,2 iunie,17
5,66,2,36,,PARTIDUL ALIANTEI CIVICE,,,,1,0,0,0,0,0,0,421,2,0,,2 iunie,2
5,66,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,2,0,0,0,0,0,0,147,0,1,,2 iunie,1
5,66,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,3,0,0,0,0,0,0,252,1,0,,2 iunie,1
5,66,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,4,0,0,0,0,0,0,122,0,1,,2 iunie,1
5,66,2,27,,MISCAREA ECOLOGISTA DIN ROMANIA,,,,5,0,0,0,0,0,0,53,0,0,,2 iunie,0
5,66,2,97,,PARTIDUL ROMANIA MARE,,,,6,0,0,0,0,0,0,488,2,0,,2 iunie,2
5,66,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,7,0,0,0,0,0,0,690,3,0,,2 iunie,3
5,66,2,62,,PARTIDUL LIBERAL - 1993,,,,8,0,0,0,0,0,0,381,1,1,,2 iunie,2
5,66,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,9,0,0,0,0,0,0,279,1,0,,2 iunie,1
5,66,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,10,0,0,0,0,0,0,170,0,1,,2 iunie,1
5,66,2,131,,UNIUNEA DEMOCRATICA A,SLOVACILOR SI CEHILOR DIN,ROMANIA,,11,0,0,0,0,0,0,217,1,0,,2 iunie,1
5,66,2,999,,COLOMAR FRANCISC,CANDIDAT INDEPENDENT,,,12,0,0,0,0,0,0,200,0,1,,2 iunie,1
5,66,2,999,,DEMETER LEO,CANDIDAT INDEPENDENT,,,13,0,0,0,0,0,0,117,0,1,,2 iunie,1
5,67,2,0,RABAGAMI,,,,,0,2143,1418,1072,0,1346,72,1346,8,3,11,2 iunie,11
5,67,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,1,0,0,0,0,0,0,76,0,1,,2 iunie,1
5,67,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,2,0,0,0,0,0,0,830,6,1,,2 iunie,7
5,67,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,3,0,0,0,0,0,0,53,0,0,,2 iunie,0
5,67,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,63,0,0,,2 iunie,0
5,67,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,5,0,0,0,0,0,0,324,2,1,,2 iunie,3
5,68,2,0,REMETEA,,,,,0,2585,1589,1293,0,1438,151,1438,8,5,13,2 iunie,13
5,68,2,36,,PARTIDUL ALIANTEI CIVICE,,,,1,0,0,0,0,0,0,79,0,1,,2 iunie,1
5,68,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,115,1,0,,2 iunie,1
5,68,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,99,0,1,,2 iunie,1
5,68,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,4,0,0,0,0,0,0,218,1,1,,2 iunie,2
5,68,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,5,0,0,0,0,0,0,298,2,1,,2 iunie,3
5,68,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,6,0,0,0,0,0,0,164,1,0,,2 iunie,1
5,68,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,7,0,0,0,0,0,0,426,3,1,,2 iunie,4
5,68,2,999,,POPA IOAN,CANDIDAT INDEPENDENT,,,8,0,0,0,0,0,0,39,0,0,,2 iunie,0
5,69,2,0,RIENI,,,,,0,2569,1468,1285,0,1394,74,1394,9,4,13,2 iunie,13
5,69,2,138,,PARTIDUL SOCIALIST,,,,1,0,0,0,0,0,0,160,1,1,,2 iunie,2
5,69,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,2,0,0,0,0,0,0,263,2,0,,2 iunie,2
5,69,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,3,0,0,0,0,0,0,75,0,1,,2 iunie,1
5,69,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,288,2,1,,2 iunie,3
5,69,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,5,0,0,0,0,0,0,419,3,1,,2 iunie,4
5,69,2,75,,PARTIDUL NATIONAL LIBERAL,(CAMPEANU),,,6,0,0,0,0,0,0,43,0,0,,2 iunie,0
5,69,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,7,0,0,0,0,0,0,146,1,0,,2 iunie,1
5,70,2,0,ROSIA,,,,,0,2192,1426,1097,0,1246,180,1246,7,4,11,2 iunie,11
5,70,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,1,0,0,0,0,0,0,662,5,1,,2 iunie,6
5,70,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,2,0,0,0,0,0,0,197,1,1,,2 iunie,2
5,70,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,3,0,0,0,0,0,0,19,0,0,,2 iunie,0
5,70,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,4,0,0,0,0,0,0,81,0,1,,2 iunie,1
5,70,2,138,,PARTIDUL SOCIALIST,,,,5,0,0,0,0,0,0,75,0,1,,2 iunie,1
5,70,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,6,0,0,0,0,0,0,174,1,0,,2 iunie,1
5,70,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,7,0,0,0,0,0,0,38,0,0,,2 iunie,0
5,71,2,0,SACADAT,,,,,0,1513,992,757,0,910,82,910,9,2,11,2 iunie,11
5,71,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,1,0,0,0,0,0,0,222,2,1,,2 iunie,3
5,71,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,2,0,0,0,0,0,0,293,3,1,,2 iunie,4
5,71,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,3,0,0,0,0,0,0,105,1,0,,2 iunie,1
5,71,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,4,0,0,0,0,0,0,251,3,0,,2 iunie,3
5,71,2,41,,PARTIDUL DEMOCRAT AGRAR DIN,ROMANIA,,,5,0,0,0,0,0,0,30,0,0,,2 iunie,0
5,71,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,6,0,0,0,0,0,0,9,0,0,,2 iunie,0
5,72,2,0,SACUIENI,,,,,0,9189,4890,4595,0,4531,359,4531,14,5,19,2 iunie,19
5,72,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,1,0,0,0,0,0,0,3070,12,1,,2 iunie,13
5,72,2,32,,PARTIDA ROMILOR,,,,2,0,0,0,0,0,0,52,0,0,,2 iunie,0
5,72,2,50,,PARTIDUL DEMOCRATIEI SOCIALE,DIN ROMANIA,,,3,0,0,0,0,0,0,196,0,1,,2 iunie,1
5,72,2,62,,PARTIDUL LIBERAL - 1993,,,,4,0,0,0,0,0,0,38,0,0,,2 iunie,0
5,72,2,136,,UNIUNEA SOCIAL DEMOCRATA,PD(FSN) - PSDR,,,5,0,0,0,0,0,0,35,0,0,,2 iunie,0
5,72,2,115,,PARTIDUL UNITATII NATIONALE,ROMANE,,,6,0,0,0,0,0,0,46,0,0,,2 iunie,0
5,72,2,104,,PARTIDUL SOCIALIST AL MUNCII,,,,7,0,0,0,0,0,0,135,0,1,,2 iunie,1
5,72,2,19,,CONVENTIA DEMOCRATICA DIN,ROMANIA,,,8,0,0,0,0,0,0,603,2,1,,2 iunie,3
5,72,2,999,,NEGRUT ANCA-NICOLETA,CANDIDAT INDEPENDENT,,,9,0,0,0,0,0,0,94,0,0,,2 iunie,0
5,72,2,999,,FARAGO LADISLAU,CANDIDAT INDEPENDENT,,,10,0,0,0,0,0,0,217,0,1,,2 iunie,1
5,72,2,999,,BENE LUDOVIC,CANDIDAT INDEPENDENT,,,11,0,0,0,0,0,0,45,0,0,,2 iunie,0
5,73,2,0,SALACEA,,,,,0,2586,1553,1294,0,1368,185,1368,11,2,13,2 iunie,13
5,73,2,128,,UNIUNEA DEMOCRATA MAGHIARA DIN,ROMANIA,,,1,0,0,0,0,0,0,1003,9,1,,2 iunie,10
5,73,2,32,,PARTIDA ROMILOR,,,,2,0,0,0,0,0,0,103,0,1,,2 iunie,1
